Review,FACILITIES#CLEANLINESS,FACILITIES#COMFORT,FACILITIES#DESIGN&FEATURES,FACILITIES#GENERAL,FACILITIES#MISCELLANEOUS,FACILITIES#PRICES,FACILITIES#QUALITY,FOOD&DRINKS#MISCELLANEOUS,FOOD&DRINKS#PRICES,FOOD&DRINKS#QUALITY,FOOD&DRINKS#STYLE&OPTIONS,HOTEL#CLEANLINESS,HOTEL#COMFORT,HOTEL#DESIGN&FEATURES,HOTEL#GENERAL,HOTEL#MISCELLANEOUS,HOTEL#PRICES,HOTEL#QUALITY,LOCATION#GENERAL,ROOMS#CLEANLINESS,ROOMS#COMFORT,ROOMS#DESIGN&FEATURES,ROOMS#GENERAL,ROOMS#MISCELLANEOUS,ROOMS#PRICES,ROOMS#QUALITY,ROOM_AMENITIES#CLEANLINESS,ROOM_AMENITIES#COMFORT,ROOM_AMENITIES#DESIGN&FEATURES,ROOM_AMENITIES#GENERAL,ROOM_AMENITIES#MISCELLANEOUS,ROOM_AMENITIES#PRICES,ROOM_AMENITIES#QUALITY,SERVICE#GENERAL
Vì tôi không làm bể nhưng vẫn bị đền tiền thì tôi không hài lòng lắm.,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vừa qua tôi có nghỉ ngơi tại Mũi Né Paradise Beach Resort và sau khi ở đây tôi có nhận xét sau.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng ốc thì tôi thấy cũng bình thường.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Resort cũng có hồ bơi và bãi tắm riêng nhưng không có bãi cát và bãi biển thì nhiều vỏ sò nên không tắm được.,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tuy nhiên, nếu khách sạn có thêm nước trà và ăn sáng phong phú hơn ngoài bánh mì ốp la thì tôi sẽ đánh giá cao hơn.",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Những dịch vụ khách sạn đang cung cấp cũng tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hệ thống nước chảy hơi yếu.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Trang thiết bị, tiện nghi cơ bản được khách sạn cung cấp ổn.",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Tôi có nghỉ tại Mũi Né Paradise Beach Resort và tôi chưa hài lòng khi nghỉ tại đây.,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dịch vụ phòng ốc ok, sạch sẽ, gọn gàng, các tiện ích cơ bản là ổn, đáp ứng được yêu cầu của khách.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thái độ đón tiếp cũng như cung cách phục vụ của nhân viên nhiệt tình với khách hàng nên tôi cũng đánh giá cao điểm này nữa.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Thời điểm ở đây tôi thấy rất hài lòng.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Theo cá nhân tôi thấy thì dịch vụ ở Mũi Né Paradise Beach Resort này cũng ổn, cơ bản là được, nhưng cũng có một số phàn nàn khi nghỉ tại đây.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ngoài ra nhân viên phục vụ cũng ok, dễ thương.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mọi người đi về thì không ai hài lòng về nơi đây.,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng ốc cũ, xuống cấp, bữa sáng không ngon và sơ sài ít món.",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Nhân viên thân thiện và niềm nở với du khách.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tôi đánh giá dịch vụ Paradise Mũi Né cũng được, không có gì quá nổi bật, nhưng cũng không có gì phàn nàn, với mức giá như vậy thì tôi thấy hợp lý, phòng ốc cũng đạt tiêu chuẩn, sạch sẽ, tiện nghi cơ bản có đầy đủ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"Loại phòng deluxe nhưng diện tích nhỏ xíu, tủ cũng bé, bàn trang điểm vậy luôn.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
"Ở đây, phong cách làm việc của nhân viên tốt, nhiệt tình, vui vẻ, thân thiện.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Theo ý kiến đánh giá khách quan của tôi thì Paradise Mũi né có chất lượng phòng ốc khá được.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tuy chỉ nghỉ ngơi lại Paradise Mũi Né trong thời gian ngắn nhưng tôi thấy dịch vụ nơi đây tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dịp lễ cao điểm mà thái độ phục vụ vậy tôi thật ưng ý.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tôi thấy dịch vụ ở Paradise  Mũi Né cũng khá tốt, các dịch vụ phòng ốc đầu đáp ứng được yêu cầu của tôi, phòng được vệ sinh sạch sẽ, tiện nghi đầy đủ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Tôi cũng có phản hồi nhưng không được đổi phòng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tuy nhiên vị trí khách sạn có biển là bờ kè nên cũng chưa thuận tiện cho việc tắm biển.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng ở hướng biển rất thoáng mát, cửa sổ rộng để đón gió biển, rất tuyệt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ngoài ra, nhân viên phục vụ cũng ổn, không có gì phàn nàn.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nhìn chung dịch vụ của Mũi Né Paradise Beach Resort rất tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Phòng ốc tương đối tiện nghi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Về resort thì tôi hết sức hài lòng.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Các dịch vụ khác cũng rất tốt:như spa, bar.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chắc chắn những chuyến nghỉ dưỡng sau, tôi sẽ vẫn quay lại đây.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vị trí khách sạn nằm gần bờ biển mát mẻ, dễ chịu và bãi biển sạch đẹp.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phòng ở sạch sẽ và đầy đủ tiện nghi, tôi thấy thoải mái trong những ngày nghỉ ngơi ở đây.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Nhìn chung tôi thấy dịch vụ rất kém.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nhìn chung phòng dở và tôi không được hài lòng khi ở đây.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
Khách sạn hơi nhỏ.,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mũi Né Paradise Beach Resort là khu nghỉ dưỡng cực kỳ tốt, chúng tôi không thể nào quên được không gian thoáng với nhiều cây xanh và kể cả những bữa ăn tại đây.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chúng tôi sẽ thường xuyên ủng hộ Mytour.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cám ơn Mytour và Mũi Né Paradise Resort.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cửa sổ không thể chắn mưa.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Điểm tâm không được phong phú.,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tiện nghi:phòng ăn, phục vụ lịch sự.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Tuy nhiên vị trí khá đẹp, có bờ biển riêng, gần chợ hải sản, nhân viên phục vụ nhiệt tình, ăn sáng tạm được.",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"khách sạn rất ok, cảnh rất đẹp, gần biển, mới xây nên sạch sẽ, giá phải chăng nhân viên thân thiện, gần khu trung tâm, gần khu ăn uống, nhưng bãi biển sóng hơi to khó tắm và đồ ăn sáng thì hơi ít lựa chọn.",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HỒ bơi hơi cạn so với người lớn.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"- Phòng ốc của resort khá ổn, view biển đẹp, gió lồng lộng - Nhân viên vui vẻ, nhiệt tình - Ăn sáng thiếu chả về lượng lẫn về chất cần cải thiện - Hồ bơi sạch, không tắm biển được vì có bờ kè.",2,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ĐI ra biển rất gần, bãi biển đẹp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bãi biển nhiều rác không tắm được.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cám ơn dịch vụ Mytour đã hổ trợ đặt phòng cho gia đình chúng tôi trong dịp nghỉ cuối tuần vừa qua.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vị trí thuận lợi, gần bến xe, khu vực ăn uống, lưu niệm, phòng hơi nhỏ, nghe tiếng ồn từ phòng khác, wifi yếu.",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tôi được bố tri ở phòng có máy lạnh nhưng không lạnh chút nào phải dùng quạt máy, sau khi đó được Minh Tâm chuyển cho phòng khác thì còn tệ hơn, máy lạnh cũng chẳng khá hơn hơn nữa mùi không được sạch sẽ lắm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Haizzzzz.,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi thấy ở đây cũng được và không có gì khiến tôi phải phiền lòng cả.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nhân viên vui vẻ và lịch sự.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tôi đã tin tưởng và chọn Khách Sạn Blue Sea là điểm nghỉ ngơi trong kì nghỉ mát của mình.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tổng quan thì cũng không có gì để phàn nàn về nơi này.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giá cả như vậy thì cũng hợp lý.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhân viên phục vụ dễ thương, hỗ trợ khách hàng nhiệt tình.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Phòng ốc sạch sẽ, tiện nghi, nhân viên phục vụ tốt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Nhân viên lịch sự, ăn sáng buffet ok, phòng ốc sạch sẽ.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khách sạn Blue Sea cung cấp cho tôi dịch vụ đều có chất lượng tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tôi nhận phòng ở tầng 3 với phòng ốc sạch sẽ, tiện nghi đầy đủ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mọi người phục vụ lịch sự, không gian phòng ở sạch sẽ, mức chi phí phù hợp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Có vị trí gần và hướng ra biển nên phù hợp với những ai có nhu cầu du lịch biển.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giá cả phù hợp với chất lượng dịch vụ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tôi đánh giá khách sạn này có chất lượng tốt khiến tôi hài lòng.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DỊCH VỤ TỐT.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tôi hài lòng với quyết định chọn khách sạn này đặt phòng.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chất lượng phòng nghỉ tôi không chê trách gì, trang thiết bị tốt, vệ sinh sạch.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Tiện nghi, nội thất được khách sạn cung cấp cơ bản đầy đủ.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nhân viên nhiệt tình !,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bên cạnh đó, trang bị nội thất khách sạn khang trang, không gian sạch sẽ nên ở đây tôi không gặp vấn đề gì buồn phiền cả.",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thật ra Khách Sạn Blue Sea nằm đối diện biển, chỉ cần băng qua đường, nhưng do khu đó không được nhộn nhịp lắm, nên tôi phải đi bộ xuống xíu nữa, khu vực này mới tập trung đông vui.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng ốc lau dọn sạch sẽ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Khách sạn này có những dịch vụ ok, nhân viên phục vụ khách hàng tốt, nhiệt tình.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Về dịch vụ phòng thì ok, vệ sinh sạch sẽ, tiện nghi đầy đủ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nói chung là trên thang điểm 10 cũng được 7-8 điểm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Họ cũng báo là vị trí tại đây tốt, gần biển và giá tiền tương đối phải chăng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nói chung, sau thời gian trải nghiệm dịch vụ ở khách sạn này thì tôi không có vấn đề gì phàn nàn.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Báo cho nhân viên lên khắc phục, họ sửa hết 1 buổi mà tôi thấy vẫn vậy, chẳng đỡ hơn được tí nào vì cũng chỉ ở một đêm nên tôi chấp nhận ở tạm không báo nữa.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ngoài điều này ra thì mọi thứ đều ok.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vị trí thuận tiện đi lại, đó là những đánh giá của tôi về dịch vụ của khách Sạn Blue Sea này, các tiện ích đều đáp ứng được yêu cầu của tôi và phù hợp với giá cả.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng sạch sẽ và đầy đủ tiện nghi để sử dụng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chi phí bỏ ra là tương xứng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giá cả tương đối mềm, phù hợp cho nhiều đối tượng.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nhận xét của tôi về khách sạn này là tương đối tốt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhân viên làm việc cũng vui vẻ, lịch sự, tôi khá hài lòng khi nghỉ tại đây, một phần là vì tôi thấy giá cả như vậy cũng rất hợp lý.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tôi hài lòng về mọi thứ của khách sạn Blue Sea.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xung quanh lại có nhiều quán ăn.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tôi nghỉ lại khách sạn Blue Sea thấy cũng hài lòng, không có gì phát sinh hết.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhân viên tiếp đón nhanh nhẹn, giao phòng đúng và ứng xử với khách lịch sự.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cung cách phục vụ của nhân viên lịch sự, hướng dẫn khách hàng tốt nên về tổng quan tôi không có bất cứ vấn đề gì để phàn nàn cả nên tôi chấm 9 điểm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chuyến đi du lịch biển của tôi vào cuối tuần rồi tôi đã chọn khách sạn Blue Sea để nghỉ ngơi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhận xét của tôi về khách sạn này là tốt:Phòng ốc được trang bị đầy đủ tiện nghi, sạch sẽ, nhân viên vui vẻ hoà đồng, vị trí khách sạn tốt đối diện biển, đi bộ qua đường là tới.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"Tôi cảm thấy rất hài lòng về khách sạn vì từ phòng ốc, thái độ phục vụ cho đến vị trí của khách sạn đều tốt và tôi không có góp ý gì thêm cả.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Nhân viên thì rất lịch sự, thân thiện.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tôi có điều không hài lòng khi nghỉ tại khách sạn Blue Sea là một số khách thuê phòng ở đây khá thiếu ý thức và không lịch sự, vào đêm khuya, đang nghỉ ngơi thì họ rất ồn ào, đùa giỡn, ném đá vào cửa phòng tôi, tôi có nhắc nhở thì họ thể hiện thái độ không hài lòng và nạt nộ lại tôi, điều này làm tôi rất phiền lòng, tôi có góp ý nhỏ với khách sạn là nên có bảo vệ hay nhân viên đi kiểm tra vào đêm khuya để dịch vụ được tốt hơn.",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Phòng ốc thì ở cũng được, vệ sinh khá sạch sẽ và đầy đủ tiện nghi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0
Bữa sáng cũng khá ổn và nhìn chung cũng hợp khẩu vị với tôi.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ở đây được cái là khách sạn gần biển nên đi lại khá thuận tiện.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trong chuyến đi đến Vũng Tàu vừa qua thì tôi có đặt phòng tại khách sạn Blue Sea thông qua hệ thống của công ty mytour.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phòng ốc tốt và tương đối đầy đủ tiện nghi.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vị trí của khách sạn thì gần biển nên đi lại rất thuận tiện.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhìn chung, thì dich vụ ở đây không có gì để phàn nàn.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Khi họ về tôi cũng hỏi han tình hình thì thấy mọi người bảo phòng ốc cũng bình thường, máy lạnh bị chảy nước.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Khách sạn Blue Sea có vị trí gần biển nên đi lại thuận tiện, phòng ốc cũng có tiện nghi đầy đủ đáp ứng được nhu cầu sử dụng của tôi, vệ sinh sạch sẽ, nhân viên hỗ trợ khách cũng tận tình.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Phòng rộng rãi, sạch sẽ, tiện nghi đầy đủ.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Bởi vì, tôi thấy nhân viên chưa thân thiện cho lắm, có vẻ hơi hời hợt, phòng ốc khách sạn cũng chưa được bắt mắt lắm, tháng máy hơi bẩn, vệ sinh phòng ốc thì cũng sạch sẽ nhưng nhà vệ sinh có mùi.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2
"Được cái thì vị trí khá thuận tiện đi lại, nhân viên cũng vui vẻ niềm nở.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Điểm mà tôi thích nhất là nhân viên rất dễ thương, nhiệt tình và chu đáo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Khách Sạn Blue Sea có vị trí gần biển, thuận tiện để vui chơi, giải trí cũng như đi ăn uống.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nói chung về tổng quan khách sạn so với giá tiền thì tôi rất hài lòng.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
